"","pagination.page_number","pagination.page_size","pagination.page_count","events.id","events.url","events.organization_id","events.created","events.changed","events.published","events.status","events.currency","events.listed","events.shareable","events.online_event","events.tx_time_limit","events.locale","events.is_series","events.is_series_parent","events.inventory_type","events.is_reserved_seating","events.show_pick_a_seat","events.show_colors_in_seatmap_thumbnail","events.source","events.is_free","events.summary","events.organizer_id","events.venue_id","events.category_id","events.subcategory_id","events.format_id","events.is_externally_ticketed","events.name.text","events.description.text","events.end.timezone","events.end.utc","events.end.utc.1","events.logo.original.width","events.logo.original.height","location.latitude","location.longitude","location.augmented_location.country","location.address","label"
"1",1,50,27,"52908322216","https://www.eventbrite.com/e/new-york-cocktail-expo-2019-tickets-52908322216?aff=ebapi","107843312599","2018-11-21T14:50:49Z","2019-08-10T15:56:47Z","2019-05-09T19:05:16Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Get 35% Off TIX for a limited time!  Enter promotional code: cocktailtime !

New York Cocktail Expo 2019!
NY's Premier Cocktail Festival! & ","9364218875","35294235","110","10004","5",FALSE,"new york cocktail expo 2019","Get 35% Off TIX for a limited time!  Enter promotional code: cocktailtime !

New York Cocktail Expo 2019!
NY's Premier Cocktail Festival! & Official Tiki Throw Down!
Tasting Session 1: 2pm - 5pm  
Tasting Session 2: 6pm - 9pm
Rooftop After Party! 9pm - 10pm (VIP TICKETS Only where indicated) 

The New York Cocktail Expo Kicks Off August 18th at the top venue in Long Island City Queens!

Cocktail Tastings
Spirit Tastings
Beer & Cider Tastings! 
Rum Room!
Spirit Collecting in Duke's Liquor Box Lounge!
Best Cocktail of 2019 Awards! 
Official Tiki Throw Down Cocktail Competition 

Featured in Time Out New York Magazine, THRILLIST, Grub Street and more! NY's Premier Cocktail Festival is the annual coming together of all cocktail enthusiasts, Industry & media guests. It will feature tastings from 30 - 40 craft spirits, cocktails, beer, cider and amazing new beverage products!  Sample cocktails from award winning bars with the Best Cocktail Competition and Tiki Throw Down! This will be a tasting adventure and showcase like no other! 
See a video of the event here!
Purchase your tickets in advance as we expect our usual spirited sell out. Thank you!



++++Please read carefully the session time you have chosen. Only those who have purchased VIP will be allowed early entry.

GENERAL ADMISSION TICKETS CAN BE PURCHASED ONLINE AND WILL ALSO BE SOLD AT THE DOOR, (ONLY IF AVAILABLE)
PLEASE NOTE: Tickets are NON-REFUNDABLE. All sales final. By purchasing your ticket you are agreeing to these terms and waiving any right to have a claim or dispute for a return.  No exchanges! Please double check that you have selected the ticket you really want. Due to the popularity of this event, we cannot make exchanges.  Exhibitors subject to change. Thank you so much!
 
nycocktailexpo.com
","America/New_York","2019-08-19T01:00:00Z","2019-08-19T01:00:00Z",2160,1080,"40.712775","-74.005973","United States","new york city","cocktail"
"2",1,50,27,"60965701053","https://www.eventbrite.com/e/cocktail-color-adult-coloring-event-tickets-60965701053?aff=ebapi","257663682018","2019-04-27T02:04:56Z","2019-08-04T15:53:53Z","2019-04-27T02:12:04Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Come Color with Us at one of our upcoming Cocktail and Color events at Harry's Food & Drink in North Bergen, NJ. 
 This adult coloring event","17598262517","31771971","119","19008","11",FALSE,"cocktail & color - adult coloring event","Come Color with Us at one of our upcoming Cocktail and Color events at Harry's Food & Drink in North Bergen, NJ. 
 This adult coloring event was created as a fun space for people to come together and unplug from life's daily madness. Join us for a creative night out filled with good vibes, coloring fun, craft cocktails and craveworthy appetizers! Our phone free experience, allows you to be fully present and free from outside distractions. We hope this will enable you to fully tap into your creativity and connect with yourself and those around you. 
Each Ticket to Cocktail and Color includes:

Your Choice of Adult Coloring Book
Goody Bag with Coloring Supplies
2 Complimentary Drinks
Shared Appetizer Platter

We also provide a large selection of colored pencils, gel pens, markers and more, to help unleash your creativity on the page!
Once you have purchased your ticket, please look out for an email from us requesting your coloring book choice. 
Did you know that adult coloring has the following benefits?!

Your brain experiences relief by entering a meditative state
Stress and anxiety levels have the potential to be lowered
Negative thoughts are expelled as you take in positivity
Focusing on the present helps you achieve mindfulness
Unplugging from technology promotes creation over consumption

Come Disconnect and Be Inspired at the next Cocktail and Color!","America/New_York","2019-08-16T01:30:00Z","2019-08-16T01:30:00Z",4928,3264,"40.712775","-74.005973","United States","new york city","cocktail"
"3",1,50,27,"61884050862","https://www.eventbrite.com/e/cocktails-conversations-tickets-61884050862?aff=ebapi","238903412998","2019-05-14T16:52:00Z","2019-08-06T19:36:01Z","2018-02-26T21:39:24Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Every week the Library of Distilled Spirits will look to feature the written works of acclaimed mixologists, bartenders, chefs, and critics ","16045579287","28497949","110",NA,"10",FALSE,"cocktails & conversations","Every week the Library of Distilled Spirits will look to feature the written works of acclaimed mixologists, bartenders, chefs, and critics who have helped shape the hospitality industry. Stop by for a chance to pick up a copy of their work, meet the author (based on availability), and sip a cocktail inspired by the day's event.
Event Calendar:


8/6 - Tequila Enemigo. Featured cocktail: Mineral 89





* Calendar subject to change.

","America/New_York","2019-08-13T23:30:00Z","2019-08-13T23:30:00Z",2160,1080,"40.712775","-74.005973","United States","new york city","cocktail"
"5",1,50,27,"64944546888","https://www.eventbrite.com/e/summer-cocktails-tickets-64944546888?aff=ebapi","78080152737","2019-07-08T01:44:16Z","2019-08-09T11:47:12Z","2019-07-15T01:19:17Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Nothing says summer entertaining like a refreshing cocktail! Join Chrissy Carter to learn how to make three simple and delicious cocktails p","18064969758","33911608","110","10004","9",FALSE,"summer cocktails","Nothing says summer entertaining like a refreshing cocktail! Join Chrissy Carter to learn how to make three simple and delicious cocktails perfect for the summer season. Enjoy a 15% shopping discount at Parachute Home during this in-store event.","America/New_York","2019-08-23T00:00:00Z","2019-08-23T00:00:00Z",2880,1920,"40.712775","-74.005973","United States","new york city","cocktail"
"7",1,50,27,"68069633105","https://www.eventbrite.com/e/candles-cocktails-tickets-68069633105?aff=ebapi","190889410311","2019-08-05T22:17:01Z","2019-08-08T12:52:02Z","2019-08-05T22:22:33Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Join us for candle making with a twist. This is the perfect occasion for a date night or evening with your crew. Enjoy cocktails while learn","18039149271","32767311","117","17003","9",FALSE,"candles + cocktails","Join us for candle making with a twist. This is the perfect occasion for a date night or evening with your crew. Enjoy cocktails while learning to pour candles. Select from a variety of scents to create your perfect candle fragrance.
Hostess with the Mostess: Shary, Director, Cas Center for the Arts — www.facebook.com/Cas-Center-For-The-Arts-1669329779949778/
Candle Guru: Lisa, Owner, Lumière by Lisa — www.lumierebylisa.com

** Fragrance oils are a blend of essential oils and are phthalate free. Candle wax is a coconut/soy wax blend.","America/New_York","2019-09-22T01:00:00Z","2019-09-22T01:00:00Z",2048,1436,"40.712775","-74.005973","United States","new york city","cocktail"
"8",1,50,27,"68488491923","https://www.eventbrite.com/e/cbd-and-cocktails-tickets-68488491923?aff=ebapi","198080025728","2019-08-08T15:31:00Z","2019-08-08T15:48:14Z","2019-08-08T15:31:04Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"What's the deal with CBD?
Come join us for CBD and cocktails while learning about the benefits of CBD.
Info regarding our high quality produ","23001184065","35787279","107","7999","2",FALSE,"cbd and cocktails","What's the deal with CBD?
Come join us for CBD and cocktails while learning about the benefits of CBD.
Info regarding our high quality product line that is changing lives around the globe.
Free CBD Swag Bags for the first 20 people that attend.","America/New_York","2019-08-21T23:30:00Z","2019-08-21T23:30:00Z",3040,2027,"40.712775","-74.005973","United States","new york city","cocktail"
"10",1,50,27,"67342333733","https://www.eventbrite.com/e/cointreau-cocktail-class-tickets-67342333733?aff=ebapi","195517909586","2019-07-31T22:54:07Z","2019-08-02T20:41:46Z","2019-07-31T22:54:47Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Join us as we welcome Darrio Prescod, Cointreau's National Brand Ambassador!
Darrio will guide the class through the creation of three class","12268438092","35377651","110","10004","9",FALSE,"cointreau cocktail class","Join us as we welcome Darrio Prescod, Cointreau's National Brand Ambassador!
Darrio will guide the class through the creation of three classic cocktails using Remy's world-renowned portfolio of spirits and his expert techniques.
Before and between cocktails, guests will enjoy: 


A welcome Cocktail to ease you into the experience


A history of Remy's brands and Dario's experience in hospitality


Complimentary hors d'oeuvres


Goody bags courtesy of Cointreau

","America/New_York","2019-08-21T01:00:00Z","2019-08-21T01:00:00Z",1080,952,"40.712775","-74.005973","United States","new york city","cocktail"
"14",1,50,27,"64261120742","https://www.eventbrite.com/e/constitution-cocktails-2019-tickets-64261120742?aff=ebapi","165130823601","2019-06-25T20:10:18Z","2019-08-06T14:42:39Z","2019-06-25T20:10:25Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Join us at our annual cocktail party to benefit King Manor’s educational programming and celebrate the signing of the U.S. Constitution. It'","9774187708","33594107","113","13010","8",FALSE,"constitution & cocktails 2019","Join us at our annual cocktail party to benefit King Manor’s educational programming and celebrate the signing of the U.S. Constitution. It's a fun evening full of friends, live jazz, passed hors d'oeuvres, and tasty beverages! Enjoy yourself and help King Manor continue to engage and inspire over 5,500 students every year!  

About King Manor
King Manor fosters civic awareness, critical thinking, and empathy by using Rufus King’s life and times as a jumping-off point to explore the ramifications of the past on the present. Through a variety of educational, artistic, and cultural programming, visitors come to see history as an on-going process of which they are a part.
Rufus King (1755 - 1827) purchased King Manor in 1805 after a distinguished career: framer and signer of the U.S. Constitution, U.S. Senator, ambassador to England, and vocal anti-slavery advocate. King was well-known in his times for his strong stance against slavery, and the apex of King’s political career was his dramatic speeches to the Senate opposing the Missouri Compromise and denouncing slavery as ""against the laws of nature and of God.""
Opened to the public in 1900, King Manor Museum is one of the earliest historic house museums in the United States. King Manor is a New York City Landmark, listed on the National Register of Historic Places, and the centerpiece of King Park, the remaining 11 acres of the original farm and estate. The only green space in downtown Jamaica, King Park is a heavily-used public space and rich archaeological site.","America/New_York","2019-09-18T00:00:00Z","2019-09-18T00:00:00Z",828,315,"40.712775","-74.005973","United States","new york city","cocktail"
"15",1,50,27,"64631466456","https://www.eventbrite.com/e/cocktails-and-cheese-murrays-cheese-tickets-64631466456?aff=ebapi","141392852881","2019-07-02T19:41:38Z","2019-08-07T22:01:13Z","2019-07-02T19:42:12Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Ever enjoyed your favorite cocktail and wondered how it would pair with your favorite cheese? Looking to wow guests at your next dinner part","8172404165","33781419","110","10004","9",FALSE,"cocktails and cheese @ murray's cheese","Ever enjoyed your favorite cocktail and wondered how it would pair with your favorite cheese? Looking to wow guests at your next dinner party? Join your cheese and cocktail instructors as we explore the best methods for pairing spirits with fromage and how to build them at home. Each class will feature four unique beverages based on seasonality and trends! Your flavor journey will include six cheeses expertly paired with your delicious drinks. 
Join us for some tasty sips and bites!
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-09-07T00:00:00Z","2019-09-07T00:00:00Z",1050,772,"40.712775","-74.005973","United States","new york city","cocktail"
"19",1,50,27,"67939794755","https://www.eventbrite.com/e/broadstone-cocktail-experience-tickets-67939794755?aff=ebapi","60089491523","2019-08-05T01:01:58Z","2019-08-05T01:01:58Z","2019-01-17T22:19:00Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Celebrate the summer making fun and delicious Tiki cocktails at Broadstone Bar & Kitchen, a multi-level, upscale hangout praised by The Huff","18552734376","28967557","110","10004","9",FALSE,"broadstone cocktail experience ","Celebrate the summer making fun and delicious Tiki cocktails at Broadstone Bar & Kitchen, a multi-level, upscale hangout praised by The Huffington Post for its historical charm, exceptional drinks, and superior food. You'll shake, stir, sip, and eat your way through a memorable experience starting at 7:00pm on Saturday June 22, 2019.
  
Grab your Ticket  for admission to The Broadstone Cocktail Experience: Tiki Mixology Class, where you'll learn to make 3 distinct craft Tiki drinks like the Mai Tai and Pina Colada using fresh tropical ingredients and premium Rums from around the world. Our third cocktail will be a choice from our extensive seasonal cocktail list Blue Hawaiian, Hurricane, Zombie, Navy Grog, Painkiller, Planter's Punch, Singapore Sling.
 
We only work with finest brands in making our cocktails White rum-Brugal, gold rum-Brugal 1888, dark rum-Goslings, and overproof rum-Plantation to name a few. 
  
Kick off the evening's liquid agenda with a welcome Champagne toast, followed by a lesson revealing all the tricks of the trade courtesy of Broadstone's legendary Chief Mixologist, Steve Post (Grand Army, Wythe Hotel, Bourbon & Branch).
  
Once you're done working your magic behind the bar, sit back, relax, and enjoy your creations with a selection of tantalizing foods from Broadstone's masterful Executive Chef, and cheers to the perfect Saturday night... 
 
  ","America/New_York","2019-08-18T02:00:00Z","2019-08-18T02:00:00Z",1086,534,"40.712775","-74.005973","United States","new york city","cocktail"
