"","pagination.page_number","pagination.page_size","pagination.page_count","events.id","events.url","events.organization_id","events.created","events.changed","events.published","events.status","events.currency","events.listed","events.shareable","events.online_event","events.tx_time_limit","events.locale","events.is_series","events.is_series_parent","events.inventory_type","events.is_reserved_seating","events.show_pick_a_seat","events.show_colors_in_seatmap_thumbnail","events.source","events.is_free","events.summary","events.organizer_id","events.venue_id","events.category_id","events.subcategory_id","events.format_id","events.is_externally_ticketed","events.name.text","events.description.text","events.end.timezone","events.end.utc","events.end.utc.1","events.logo.original.width","events.logo.original.height","location.latitude","location.longitude","location.augmented_location.country","location.address","label"
"1",1,50,25,"52908322216","https://www.eventbrite.com/e/new-york-cocktail-expo-2019-tickets-52908322216?aff=ebapi","107843312599","2018-11-21T14:50:49Z","2019-07-23T19:23:02Z","2019-05-09T19:05:16Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"New York Cocktail Expo 2019!
NY's Premier Cocktail Festival! & Official Tiki Throw Down!
Tasting Session 1: 2pm - 5pm  
Tasting Session 2: 6","9364218875","34624477","110","10004","5",FALSE,"new york cocktail expo 2019","New York Cocktail Expo 2019!
NY's Premier Cocktail Festival! & Official Tiki Throw Down!
Tasting Session 1: 2pm - 5pm  
Tasting Session 2: 6pm - 9pm
Rooftop After Party! 9pm - 10pm (VIP TICKETS Only where indicated) 

The New York Cocktail Expo Kicks Off August 18th at the top venue in Long Island City Queens!

Cocktail Tastings
Spirit Tastings
Beer & Cider Tastings! 
Rum Room!
Best Cocktail of 2019 Awards! 
Official Tiki Throw Down Cocktail Competition 

Featured in Time Out New York Magazine, THRILLIST, Grub Street and more! NY's Premier Cocktail Festival is the annual coming together of all cocktail enthusiasts, Industry & media guests. It will feature tastings from 30 - 40 craft spirits, cocktails, beer, cider and amazing new beverage products!  Sample cocktails from award winning bars with the Best Cocktail Competition and Tiki Throw Down! This will be a tasting adventure and showcase like no other! 
See a video of the event here!
Purchase your tickets in advance as we expect our usual spirited sell out. Thank you!



++++Please read carefully the session time you have chosen. Only those who have purchased VIP will be allowed early entry.

GENERAL ADMISSION TICKETS CAN BE PURCHASED ONLINE AND WILL ALSO BE SOLD AT THE DOOR, (ONLY IF AVAILABLE)
PLEASE NOTE: Tickets are NON-REFUNDABLE. All sales final. By purchasing your ticket you are agreeing to these terms and waiving any right to have a claim or dispute for a return.  No exchanges! Please double check that you have selected the ticket you really want. Due to the popularity of this event, we cannot make exchanges.  Exhibitors subject to change. Thank you so much!
 
nycocktailexpo.com
","America/New_York","2019-08-19T01:00:00Z","2019-08-19T01:00:00Z",2160,1080,"40.712775","-74.005973","United States","new york city","cocktail"
"2",1,50,25,"60965701053","https://www.eventbrite.com/e/cocktail-color-adult-coloring-event-tickets-60965701053?aff=ebapi","257663682018","2019-04-27T02:04:56Z","2019-07-23T15:55:30Z","2019-04-27T02:12:04Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Come Color with Us at one of our upcoming Cocktail and Color events at Harry's Food & Drink in North Bergen, NJ. 
 This adult coloring event","17598262517","31771971","119","19008","11",FALSE,"cocktail & color - adult coloring event","Come Color with Us at one of our upcoming Cocktail and Color events at Harry's Food & Drink in North Bergen, NJ. 
 This adult coloring event was created as a fun space for people to come together and unplug from life's daily madness. Join us for a creative night out filled with good vibes, coloring fun, craft cocktails and craveworthy appetizers! Our phone free experience, allows you to be fully present and free from outside distractions. We hope this will enable you to fully tap into your creativity and connect with yourself and those around you. 
Each Ticket to Cocktail and Color includes:

Your Choice of Adult Coloring Book
Goody Bag with Coloring Supplies
2 Complimentary Drinks
Shared Appetizer Platter

We also provide a large selection of colored pencils, gel pens, markers and more, to help unleash your creativity on the page!
Once you have purchased your ticket, please look out for an email from us requesting your coloring book choice. 
Did you know that adult coloring has the following benefits?!

Your brain experiences relief by entering a meditative state
Stress and anxiety levels have the potential to be lowered
Negative thoughts are expelled as you take in positivity
Focusing on the present helps you achieve mindfulness
Unplugging from technology promotes creation over consumption

Come Disconnect and Be Inspired at the next Cocktail and Color!","America/New_York","2019-08-16T01:30:00Z","2019-08-16T01:30:00Z",4928,3264,"40.712775","-74.005973","United States","new york city","cocktail"
"3",1,50,25,"64253743677","https://www.eventbrite.com/e/cocktails-and-code-tickets-64253743677?aff=ebapi","224808764294","2019-06-25T18:14:15Z","2019-07-08T21:23:39Z","2019-06-25T18:14:18Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Join The Coding Space for an adults-only evening of cocktails and coding. Our expert teachers will be leading an introductory coding class f","23422430291","33942650","115","15003","9",FALSE,"cocktails and code","Join The Coding Space for an adults-only evening of cocktails and coding. Our expert teachers will be leading an introductory coding class for parents. 

Get a chance to learn like your kids with our self-paced and project-based curriculum. Experience our personalized learning for yourself with our 4:1 student to teacher ratio.

No coding experience necessary, just curiosity.

We will provide computers.","America/New_York","2019-07-26T00:00:00Z","2019-07-26T00:00:00Z",668,1002,"40.712775","-74.005973","United States","new york city","cocktail"
"4",1,50,25,"61884047853","https://www.eventbrite.com/e/cocktails-conversations-tickets-61884047853?aff=ebapi","238903412998","2019-05-14T16:52:00Z","2019-07-18T18:45:42Z","2018-02-26T21:39:24Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Every week the Library of Distilled Spirits will look to feature the written works of acclaimed mixologists, bartenders, chefs, and critics ","16045579287","28497949","110",NA,"10",FALSE,"cocktails & conversations","Every week the Library of Distilled Spirits will look to feature the written works of acclaimed mixologists, bartenders, chefs, and critics who have helped shape the hospitality industry. Stop by for a chance to pick up a copy of their work, meet the author (based on availability), and sip a cocktail inspired by the day's event.
Event Calendar:
7/2: Tasting with Filibuster Bourbon
* Calendar subject to change.","America/New_York","2019-07-23T23:30:00Z","2019-07-23T23:30:00Z",2160,1080,"40.712775","-74.005973","United States","new york city","cocktail"
"6",1,50,25,"63525077216","https://www.eventbrite.com/e/jazzy-cocktails-tickets-63525077216?aff=ebapi","156603430789","2019-06-16T02:34:27Z","2019-06-16T02:36:36Z","2019-06-16T02:36:36Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"apiv3_android",TRUE,"STEEL PANS, Great cheap cocktails with best live music.!!!!","15508609628","28342226","110",NA,"11",FALSE,"jazzy cocktails!! ","STEEL PANS, Great cheap cocktails with best live music.!!!!","America/New_York","2019-07-31T03:00:39Z","2019-07-31T03:00:39Z",1280,1600,"40.712775","-74.005973","United States","new york city","cocktail"
"7",1,50,25,"64944546888","https://www.eventbrite.com/e/summer-cocktails-tickets-64944546888?aff=ebapi","78080152737","2019-07-08T01:44:16Z","2019-07-15T01:19:17Z","2019-07-15T01:19:17Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Nothing says summer entertaining like a refreshing cocktail! Join Chrissy Carter to learn how to make three simple and delicious cocktails p","18064969758","33911608","110","10004","9",FALSE,"summer cocktails","Nothing says summer entertaining like a refreshing cocktail! Join Chrissy Carter to learn how to make three simple and delicious cocktails perfect for the summer season. Enjoy a 15% shopping discount at Parachute Home during this in-store event.","America/New_York","2019-08-23T00:00:00Z","2019-08-23T00:00:00Z",2880,1920,"40.712775","-74.005973","United States","new york city","cocktail"
"10",1,50,25,"65917161003","https://www.eventbrite.com/e/kagatobi-summer-cocktail-event-tickets-65917161003?aff=ebapi","255515037055","2019-07-19T10:20:33Z","2019-07-19T10:22:32Z","2019-07-19T10:22:32Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"-KAGATOBI special SUMMER tasting event- Meet KAGATOBI sake navigator of Junmai Kura “Fukumitsuya” Coming all the way from Kanazawa, Japan!  ","17290287679","34449827","110","10002","9",FALSE,"kagatobi summer cocktail event !","-KAGATOBI special SUMMER tasting event- Meet KAGATOBI sake navigator of Junmai Kura “Fukumitsuya” Coming all the way from Kanazawa, Japan!  Proudly announcing KAGATOBI Special Summer Cocktail Tasting on July 26th, Friday. They will introduce you some refreshing summer Cocktails with KAGATOBI in this occasion.
Have you ever tried Sake cocktail?As it's too hot in NYC, we suggest some original Kagatobi cocktail recipes for starting your week-end evening with refreshing drink.
- Kagatobi Ai Junmai Daiginjo with some refreshing herves and spices 
- Kagatobi Yamahai Junmai Super Dry ""Sakejito"" 
- Kagatobi Nigori Sparkling tropical punch
 Please bring your friends and let's start your weekend with KAGATOBI cocktail !  ","America/New_York","2019-07-27T00:00:00Z","2019-07-27T00:00:00Z",1800,2700,"40.712775","-74.005973","United States","new york city","cocktail"
"11",1,50,25,"64261120742","https://www.eventbrite.com/e/constitution-cocktails-2019-tickets-64261120742?aff=ebapi","165130823601","2019-06-25T20:10:18Z","2019-07-17T17:58:50Z","2019-06-25T20:10:25Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Join us at our annual cocktail party to benefit King Manor’s educational programming and celebrate the signing of the U.S. Constitution. It'","9774187708","33594107","113","13010","8",FALSE,"constitution & cocktails 2019","Join us at our annual cocktail party to benefit King Manor’s educational programming and celebrate the signing of the U.S. Constitution. It's a fun evening full of friends, live jazz, passed hors d'oeuvres, and tasty beverages! Enjoy yourself and help King Manor continue to engage and inspire over 5,500 students every year!  

About King Manor
King Manor fosters civic awareness, critical thinking, and empathy by using Rufus King’s life and times as a jumping-off point to explore the ramifications of the past on the present. Through a variety of educational, artistic, and cultural programming, visitors come to see history as an on-going process of which they are a part.
Rufus King (1755 - 1827) purchased King Manor in 1805 after a distinguished career: framer and signer of the U.S. Constitution, U.S. Senator, ambassador to England, and vocal anti-slavery advocate. King was well-known in his times for his strong stance against slavery, and the apex of King’s political career was his dramatic speeches to the Senate opposing the Missouri Compromise and denouncing slavery as ""against the laws of nature and of God.""
Opened to the public in 1900, King Manor Museum is one of the earliest historic house museums in the United States. King Manor is a New York City Landmark, listed on the National Register of Historic Places, and the centerpiece of King Park, the remaining 11 acres of the original farm and estate. The only green space in downtown Jamaica, King Park is a heavily-used public space and rich archaeological site.","America/New_York","2019-09-18T00:00:00Z","2019-09-18T00:00:00Z",828,315,"40.712775","-74.005973","United States","new york city","cocktail"
"15",1,50,25,"62373954176","https://www.eventbrite.com/e/classic-and-creative-cocktails-class-tickets-62373954176?aff=ebapi","79175508931","2019-05-24T19:27:51Z","2019-07-17T15:42:46Z","2019-03-15T18:53:30Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"In two fun-filled hours you can become a confident bartender, creating delicious and gorgeous cocktails, to the delight of your guests. A ma","13781027617","27045793","110","10004","9",FALSE,"classic and creative cocktails class","In two fun-filled hours you can become a confident bartender, creating delicious and gorgeous cocktails, to the delight of your guests. A master mixologist will walk you through how to stock a basic bar and create classic cocktails as well as some fabulous new recipes that will impress the most discerning sippers. The instructor will demonstrate each cocktail on the extensive menu, giving you the opportunity to taste them all. Each student will be paired with a partner and have the opportunity to make their two favorites from the list. The class includes a segment on stylish garnishes, from standard olives and lemon twists, to a few imaginative extras. You take away a booklet on the well stocked bar including recipes for cocktails, and a space for you to note your personal preferences. 
Please arrive 15 minutes early to check in, especially if you’re part of a large group. 21+ only.
About Instructor: 
Carolyn is a Singer, Songwriter and Performer who lives and entertains in Manhattan at 54 Below, Lincoln Center, Town Hall, to name a few few. Before she had achieved success in her performance career, she was a bartender- and SHE LOVED IT. She tended bars in Provincetown, MA, Manhattan, Brooklyn, Baltimore and in many a private homes for illustrious clients in the NYC entertainment industry. Carolyn's specialty cocktails and vivacious energy have taken her to vacation spots in Europe, The Hamptons, Nantucket and the Bahamas where she loves to teach people how to pour the perfect drink for every season and occasion. She can teach you the skills and secrets, so your guests will be as impressed and pleased as hers. Join her for a magical hour of mixology you'll never forget.
Book on CocuSocial website directly to avoid additional fees and check most updated schedule: https://cocusocial.com/newevent/GxXITUTUk_New-York-City_Classic-and-Creative-Cocktails_Jul-18","America/New_York","2019-07-27T20:00:00Z","2019-07-27T20:00:00Z",600,384,"40.712775","-74.005973","United States","new york city","cocktail"
"17",1,50,25,"62724851720","https://www.eventbrite.com/e/summer-seafood-cocktail-party-tickets-62724851720?aff=ebapi","305743650254","2019-05-31T16:43:24Z","2019-06-15T20:59:08Z","2019-06-15T20:59:08Z","live","USD",TRUE,FALSE,FALSE,900,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Cocktail Party at Docks
TICKETS @ angelcompass.org/events/summer-seafood-cocktail-party-fundraiser-at-dock-s","20162881054","32826451","111","11999","10",FALSE,"summer seafood cocktail party","Cocktail Party at Docks
TICKETS @ angelcompass.org/events/summer-seafood-cocktail-party-fundraiser-at-dock-s","America/New_York","2019-08-01T01:00:00Z","2019-08-01T01:00:00Z",2160,1080,"40.712775","-74.005973","United States","new york city","cocktail"
"24",1,50,25,"64631466456","https://www.eventbrite.com/e/cocktails-and-cheese-murrays-cheese-tickets-64631466456?aff=ebapi","141392852881","2019-07-02T19:41:38Z","2019-07-02T19:42:12Z","2019-07-02T19:42:12Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Ever enjoyed your favorite cocktail and wondered how it would pair with your favorite cheese? Looking to wow guests at your next dinner part","8172404165","33781419","110","10004","9",FALSE,"cocktails and cheese @ murray's cheese","Ever enjoyed your favorite cocktail and wondered how it would pair with your favorite cheese? Looking to wow guests at your next dinner party? Join your cheese and cocktail instructors as we explore the best methods for pairing spirits with fromage and how to build them at home. Each class will feature four unique beverages based on seasonality and trends! Your flavor journey will include six cheeses expertly paired with your delicious drinks. 
Join us for some tasty sips and bites!
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-09-07T00:00:00Z","2019-09-07T00:00:00Z",1050,772,"40.712775","-74.005973","United States","new york city","cocktail"
"25",1,50,25,"65501501755","https://www.eventbrite.com/e/backsplash-comedy-cocktails-tickets-65501501755?aff=ebapi","255352461940","2019-07-16T03:37:26Z","2019-07-19T23:57:05Z","2019-07-18T00:17:05Z","live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"A cozy upstairs speakeasy-styled cocktail bar with NYC's best comics. Reserve here on Eventbrite for plus 1 entry.","17574502352","34216735","105","5010","100",FALSE,"backsplash: comedy & cocktails","A cozy upstairs speakeasy-styled cocktail bar with NYC's best comics. Reserve here on Eventbrite for plus 1 entry.","America/New_York","2019-07-29T00:30:00Z","2019-07-29T00:30:00Z",960,960,"40.712775","-74.005973","United States","new york city","cocktail"
